year,oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,TRAUMA_CENTER_DESC,CONGRESS_DIST,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Rehab,Disaster_Care_Site,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,CAH,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Rehab,a_Disaster_Care_Site,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer,a_CAH,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,LICENSED_BED_TOTAL,EMS_STATION,Invalid_Blank_Disp,Other_Disp,a_Invalid_Blank_Disp,a_Other_Disp
2015,106100697,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,Public - District,General Acute Care Hospital,1191 PHELPS AVENUE,COALINGA,93210,Beds 100-149,,21,31,12,Coalinga,Rural,Rural,N/A,Emergency - Standby,4602,4263,,1709,1327,1400,1221,985,928,526,298,207,264,,89,275,6006,7,94,,2394,508,148,8,,,,,1,,10,8159,31,,,,5500,730,670,1962,3,,8865,4,6274,2587,81,84,,2,8,13,18,31,30,17,46,,,,1,4,77,,1,82,,8,7,1,,,,15,117,7,,,6,4,,,49,83,9,22,2,,165,,126,39,2015,123,9,,,,
2015,106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Nonprofit - Corporation,General Acute Care Hospital,2823 FRESNO STREET,FRESNO,93721,Beds 500+,Level I,16,31,14,Fresno West Central,Urban,N/A,Teaching,Emergency - Comprehensive,41008,40740,1,4866,7145,18639,15366,13143,12282,5752,2122,1296,1138,,94,342,37530,140,1575,38,42030,172,10001,250,18,28,15,,1982,465,130,67773,496,143,,224,57398,8783,2150,5074,8344,,81749,1167,69439,11143,11216,13781,,648,2320,2760,3600,5378,4504,2958,2356,193,280,,1535,2602,11045,506,22,9161,126,279,1060,853,4227,573,,62,14257,2749,279,404,181,15,,21,12094,8889,999,2089,926,,24997,1015,20233,3749,2015,641,73,,52,1,36
2015,106100797,100797,ADVENTIST MEDICAL CENTER - REEDLEY,FRESNO,Nonprofit - Corporation,General Acute Care Hospital,372 WEST CYPRESS AVENUE,REEDLEY,93654,Beds 1-49,,22,31,14,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,Rural,Rural,N/A,Emergency - Standby,15918,12242,9,6170,4115,4875,3774,2702,2137,1432,903,746,1315,,87,113,23276,13,217,20,4443,930,288,20,8,6,,,67,48,1,26688,56,20,,33,19770,2597,358,3050,2394,,28169,30,18576,9563,344,222,,10,44,44,81,73,94,85,135,,,,3,1,404,2,2,154,,45,7,5,19,,,,413,74,,3,,,,,217,268,,61,20,,566,2,341,223,2015,49,10,3,1,,
2015,106100899,100899,ST. AGNES MEDICAL CENTER,FRESNO,Nonprofit - Corporation,General Acute Care Hospital,1303 EAST HERNDON AVENUE,FRESNO,93720,Beds 300-499,,22,23,8,Fresno North Central,Urban,N/A,N/A,Emergency - Basic,46270,27768,1,3010,5896,16767,12692,9468,9215,6653,4542,5245,551,,2627,8459,31366,259,641,252,30435,573,3327,132,693,25,51,,10,412,75,68485,191,48,6,5,40432,15688,1371,12563,3985,,74039,881,68650,4508,5919,4689,,93,719,794,937,1666,1981,1833,2583,2,,,644,820,3124,52,23,5900,45,118,183,568,2132,361,,91,5569,1294,,274,8,5,,5,2878,6209,84,1354,83,,10608,339,9516,753,2015,436,48,,6,,
2015,106104062,104062,KAISER FND HOSP - FRESNO,FRESNO,Nonprofit - Corporation,General Acute Care Hospital,7300 NORTH FRESNO STREET,FRESNO,93720,Beds 150-199,,22,23,8,Fresno North Central,Urban,N/A,N/A,Emergency - Basic,18416,13864,,2753,3283,4351,3642,3310,3706,3492,3554,3702,487,,1708,2619,12879,178,424,235,14237,78,263,32,200,42,20,,2,318,3,30796,223,99,,204,3895,9666,683,16693,1343,,32280,257,30191,1832,2433,2036,,23,111,176,280,569,829,1129,1351,1,,,224,267,1086,20,1,2844,27,108,35,181,895,4,1,,2433,525,,254,7,,,25,67,3138,14,1221,29,,4469,38,4256,175,2015,169,22,,,1,
2015,106110889,110889,GLENN MEDICAL CENTER,GLENN,Nonprofit - Corporation,General Acute Care Hospital,1133 WEST SYCAMORE STREET,WILLOWS,95988,Beds 1-49,Level IV,3,3,4,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,Rural,N/A,Emergency - Standby,3056,2532,,532,616,992,889,595,723,480,380,289,92,,88,88,1060,111,35,6,4200,389,128,2,,,,,117,57,1,4845,39,,1,,2649,1271,387,753,528,,5588,13,5402,173,121,85,,2,10,17,18,27,39,48,45,,,,3,2,22,2,1,172,4,18,5,,,,,,141,42,,,,,,,10,131,50,14,1,,206,,197,9,2015,47,5,,9,,
2015,106121002,121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Investor - Corporation,General Acute Care Hospital,3800 JANES ROAD,ARCATA,95521,Beds 50-99,,2,2,2,Arcata/Eureka,Rural,N/A,N/A,Emergency - Basic,8366,7956,,1265,1629,3644,2553,1760,1941,1681,888,756,205,,165,476,1341,1913,131,6,12290,391,190,32,12,,1,,120,46,10,15464,3,6,32,2,7290,3355,1049,3524,1102,2,16322,61,16062,199,1107,611,,67,331,322,125,185,237,179,240,12,20,,16,24,100,9,3,1302,264,66,52,25,97,4,,9,1396,59,1,,6,,3,,711,620,55,310,21,1,1718,8,1696,14,2015,78,7,10,3,,
2015,106121031,121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,Public - District,General Acute Care Hospital,733 CEDAR STREET,GARBERVILLE,95542,Beds 1-49,,2,2,2,Garberville/Redway,Frontier,Rural,N/A,Emergency - Standby,1375,1714,,158,216,678,618,400,363,346,141,145,24,,32,51,192,85,29,59,2641,101,143,7,,,,,34,4,4,2592,10,56,21,117,646,492,142,1001,808,,3089,23,3015,51,24,25,,2,3,5,4,8,5,10,12,,,,,1,1,,,46,1,7,3,,,,,,28,9,,,,,,2,15,27,1,4,2,,49,,49,,2015,17,2,,,,
2015,106121051,121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,Nonprofit - Corporation,General Acute Care Hospital,3300 RENNER DRIVE,FORTUNA,95540,Beds 1-49,,2,2,2,Ferndale/Fortuna/Rio Dell/Scotia,Rural,Rural,N/A,Emergency - Basic,6294,5634,,1068,1148,1938,1694,1262,1553,1366,824,864,211,,63,123,773,304,608,137,9920,197,183,22,,,,,103,38,,10993,96,,1,285,5162,2786,484,2253,1243,,11928,26,11669,233,376,312,,15,24,41,43,99,149,123,167,8,19,,4,1,24,38,7,591,23,29,8,33,85,1,,3,404,80,1,14,1,28,,1,159,405,13,90,21,,688,3,675,10,2015,35,8,10,,,
2015,106121080,121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,Nonprofit - Corporation,General Acute Care Hospital,2700 DOLBEER STREET,EUREKA,95501,Beds 100-149,,2,2,2,Arcata/Eureka,Rural,N/A,N/A,Emergency - Basic,13548,13390,,1913,2041,5063,4532,3668,3594,2921,1555,1263,388,,507,812,905,1059,1436,683,21536,73,433,68,1,2,4,,366,190,1,25396,3,231,,160,12607,5853,1477,4581,2420,,26938,112,26655,171,1945,2268,,64,236,266,366,692,945,701,859,22,62,,71,74,90,173,92,3534,179,47,162,153,589,32,,12,2701,312,18,102,30,53,,2,1153,2319,166,498,77,,4213,33,4153,27,2015,138,20,10,,,
2015,106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,Public - City or County,General Acute Care Hospital,1415 ROSS AVENUE,EL CENTRO,92243,Beds 150-199,Level IV,51,56,40,El Centro/Heber/Holtville/Imperial/Seeley,Rural,N/A,N/A,Emergency - Basic,25073,20865,,6679,5657,6478,5349,4842,5088,4266,3146,3084,1349,,126,999,39186,22,1193,353,4059,925,524,65,73,,1,,13,5,,44045,27,91,,,26250,9919,1298,6316,2123,32,45938,27,26286,19625,1571,1713,,41,152,182,243,490,599,648,860,36,33,,9,87,2647,99,37,404,1,,514,124,689,,,,1679,3,24,,,234,,,917,2025,23,277,42,,3284,2,1459,1823,2015,161,24,12,157,8,9
2015,106130760,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,Public - District,General Acute Care Hospital,207 WEST LEGION ROAD,BRAWLEY,92227,Beds 100-149,Level IV,51,56,40,Brawley/Westmorland,Rural,N/A,N/A,Emergency - Basic,25332,19456,1,7902,6151,7233,6121,4570,4530,3064,2020,1616,1582,,95,738,36601,11,43,69,7232,571,430,35,29,,,,412,2,6,43074,46,182,2,,3645,5989,1044,33077,1032,2,44789,32,34103,10654,1635,1543,,82,159,222,260,443,518,533,648,151,162,,5,76,2337,1,6,753,,187,64,71,525,57,,2,1970,177,63,45,3,7,5,1,1116,1530,83,417,32,,3178,4,2043,1131,2015,107,16,,,,1
2015,106141273,141273,NORTHERN INYO HOSPITAL,INYO,Public - District,General Acute Care Hospital,150 PIONEER LANE,BISHOP,93514,Beds 1-49,,8,26,8,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,Rural,N/A,Emergency - Basic,4246,3898,,914,841,1102,948,723,1018,907,721,786,184,,63,40,1257,1084,41,8,5651,63,80,17,7,,2,,,7,7,7465,18,122,328,,1745,2136,444,3344,475,,8144,97,7529,518,344,288,,24,40,45,34,80,104,88,196,9,12,,5,,48,4,,500,75,31,9,21,8,,,2,420,127,3,,,6,1,,140,360,14,110,8,,632,3,611,18,2015,25,7,,28,,4
2015,106141338,141338,SOUTHERN INYO HOSPITAL,INYO,Public - District,General Acute Care Hospital,501 EAST LOCUST STREET,LONE PINE,93545,Beds 1-49,,8,26,8,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,Rural,N/A,Emergency - Standby,578,640,,108,109,182,160,129,175,152,91,91,21,,14,22,185,101,5,,891,120,20,5,,,,,38,2,4,974,2,,53,,344,257,92,373,152,,1218,30,1138,50,,3,,,1,,,,2,,,,,,,,,,,3,,1,,,,,,,2,,,,,,,,,1,,,2,,3,,3,,2015,37,2,,,,
2015,106150706,150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,General Acute Care Hospital,1401 GARCES HIGHWAY,DELANO,93215,Beds 150-199,,21,32,14,Delano/McFarland,Urban,N/A,N/A,Emergency - Basic,16384,13176,1,6833,4706,4720,3665,2672,2352,1480,900,604,1629,,1151,440,25362,13,991,31,1573,414,,44,,,,,,2,394,28612,91,,,,19953,2392,524,3928,2764,,29561,101,19066,10394,781,739,,39,112,125,189,231,233,239,244,57,51,,157,31,1098,46,2,184,2,38,77,45,15,,,4,1218,87,6,,,29,,,766,586,8,119,41,,1520,13,941,566,2015,156,10,,4,,1
2015,106150722,150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,General Acute Care Hospital,420 34TH STREET,BAKERSFIELD,93301,Beds 300-499,,23,34,16,Bakersfield Northeast/Oildale,Urban,N/A,N/A,Emergency - Basic,37083,25685,,13804,7952,11929,7644,5578,5546,3275,1793,1463,3784,,785,5975,35835,82,2318,283,17490,289,363,60,1,9,29,,,55,6,61723,27,206,,,45502,7764,566,6517,2419,,62768,94,53388,9286,5818,3674,,516,1636,977,758,1313,1482,1056,1074,316,364,,186,727,4071,58,,4410,40,129,217,278,540,288,,17,6998,765,15,208,4,33,,,4394,3365,189,1544,,,9492,52,8318,1122,2015,426,36,,,,
2015,106150736,150736,KERN MEDICAL CENTER,KERN,Public - City or County,General Acute Care Hospital,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,Beds 200-299,Level II,21,32,14,Bakersfield East/Lakeview/La Loma,Urban,N/A,Teaching,Emergency - Basic,19507,21199,,4354,4384,9083,7309,5696,5346,2261,575,233,1465,,261,4329,24011,42,405,59,11599,,3065,85,,,,,1465,32,,35385,1,,,672,30035,2105,323,4267,3903,73,40706,205,31967,8534,1859,2671,,215,744,685,715,983,584,194,115,150,145,,35,355,2366,43,5,1725,1,66,225,119,23,125,,2,3483,150,199,20,57,8,,53,3070,649,325,346,137,3,4530,30,3529,971,2015,222,32,1,,,
2015,106150737,150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,Public - District,General Acute Care Hospital,6412 LAUREL AVENUE,LAKE ISABELLA,93240,Beds 100-149,,23,26,16,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,Rural,N/A,Emergency - Standby,3553,3209,,482,555,789,622,698,1210,934,688,690,94,,16,43,445,60,140,121,5937,1149,328,29,,1,,,2,,,5222,12,,19,,378,1383,72,4441,488,,6762,13,6703,46,319,268,,2,21,24,43,124,134,104,135,,,,1,1,22,8,8,545,2,36,58,7,,1,,,383,92,,9,,,,,171,338,4,35,39,,587,,586,1,2015,101,8,,,1,
2015,106150761,150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,General Acute Care Hospital,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,Beds 100-149,,23,34,16,Bakersfield Northwest/Rosedale,Urban,N/A,N/A,Emergency - Basic,41089,30625,,11414,9197,14520,10608,7831,7005,4240,2226,1897,2776,,1781,8664,33358,149,1156,273,26333,920,560,158,6,21,19,,,132,34,69544,198,122,,,42977,10235,912,13732,3858,,71714,445,64623,6646,3129,3538,,171,663,829,1012,1314,1157,790,716,,15,,210,647,2237,92,,3421,60,134,152,144,513,267,,69,3927,528,793,134,6,,,,2140,2334,82,2111,,,6667,99,5893,675,2015,144,16,,,,
2015,106150782,150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,General Acute Care Hospital,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,Beds 50-99,,23,34,16,Inyokern/Ridgecrest,Rural,Rural,N/A,Emergency - Basic,9987,8441,,1982,1758,2857,2553,2193,2433,1621,1374,1190,467,,323,1184,2538,24,428,227,13704,630,107,46,5,,13,,102,23,1,17417,55,,29,,8055,4013,1574,4192,594,,18428,67,17893,468,659,546,,27,70,77,92,176,189,202,308,25,39,,19,38,118,12,4,1002,12,85,18,44,80,4,,1,789,163,1,16,2,,2,,269,659,38,229,10,,1205,4,1181,20,2015,98,8,,,,
2015,106150788,150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,General Acute Care Hospital,2615 CHESTER AVENUE,BAKERSFIELD,93301,Beds 200-299,,23,34,16,Bakersfield Northeast/Oildale,Urban,N/A,N/A,Emergency - Basic,36799,28400,3,9169,6737,11658,8896,7676,7660,5124,3226,2478,2572,6,540,6966,32034,82,695,413,24472,474,4278,71,39,41,26,,484,82,42,59343,252,2,,39,36426,10665,1541,11935,4635,,65202,172,55077,9953,5439,5498,,227,739,811,1201,2043,2131,1910,1605,118,151,1,162,961,3747,182,28,5835,22,165,252,407,902,317,,10,7008,1162,366,311,18,,,1,3095,5352,504,1889,93,4,10937,61,9472,1404,2015,254,22,8,21,,18
2015,106150808,150808,TEHACHAPI HOSPITAL,KERN,Public - District,General Acute Care Hospital,115 WEST E STREET,TEHACHAPI,93561,Beds 1-49,,23,34,16,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,Rural,N/A,Emergency - Standby,7654,6025,1,2116,1811,1988,1728,1417,1730,1109,778,606,397,,58,908,2612,,58,57,9987,1063,886,31,,,,,101,16,1,11564,8,,9,,6942,2244,538,2763,1193,,13680,13,13229,438,70,39,,2,4,9,4,13,21,25,29,2,,,1,2,17,,,89,,12,2,1,,,,,82,1,,,,11,,,26,69,2,11,1,,109,,102,7,2015,28,7,1,,,
2015,106154101,154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Corporation,General Acute Care Hospital,3001 SILLECT AVENUE,BAKERSFIELD,93308,Beds 1-49,,23,34,16,Bakersfield Northwest/Rosedale,Urban,N/A,N/A,Emergency - Basic,5633,4176,,372,642,1328,1508,1465,1623,1181,979,656,55,,174,510,2417,25,137,5,6541,181,1120,30,11,4,,,2,,21,8366,13,,,,4142,3034,220,1890,523,,9809,39,9512,258,1498,1406,,7,61,125,221,436,712,728,614,,,,74,139,622,51,2,2011,5,45,65,90,71,124,,11,2192,236,,43,,,,16,448,1982,54,399,21,,2904,20,2688,196,2015,47,9,,61,,11
2015,106160787,160787,CENTRAL VALLEY GENERAL HOSPITAL,KINGS,Nonprofit - Corporation,General Acute Care Hospital,1025 NORTH DOUTY STREET,HANFORD,93230,Beds 1-49,,21,32,14,Armona/Hanford/Lemoore,Urban,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,1,,2015,49,0,,,,
2015,106164029,164029,ADVENTIST MEDICAL CENTER,KINGS,Nonprofit - Corporation,General Acute Care Hospital,115 MALL DRIVE,HANFORD,93230,Beds 100-149,,21,32,14,Armona/Hanford/Lemoore,Urban,Rural,N/A,Emergency - Basic,65675,48923,3,22512,15567,20357,16633,12226,10147,6377,4078,2928,3774,2,584,4809,75789,248,1941,285,30945,1753,2069,86,51,8,3,,265,179,2,109842,172,48,,78,72437,12470,6107,15233,8354,,114601,214,88411,25976,3757,3593,,115,454,654,864,1280,1288,1282,1398,4,11,,79,309,3777,94,7,3072,12,220,167,248,737,22,,6,5080,741,16,94,4,2,,,2118,3867,154,947,262,2,7350,57,5650,1643,2015,142,26,27,18,1,12
2015,106171049,171049,ST. HELENA HOSPITAL - CLEARLAKE,LAKE,Nonprofit - Corporation,General Acute Care Hospital,15630 18TH AVE - HWY 53,CLEARLAKE,95422,Beds 1-49,,3,4,2,Clearlake/Clearlake Oaks,Rural,Rural,N/A,Emergency - Standby,10851,9400,1,2018,1829,3159,2539,2287,3172,2483,1378,1027,360,,81,715,2237,209,407,231,16372,1728,475,37,15,13,4,,72,95,,17694,82,22,,11,11215,5114,700,1954,1269,,20252,23,19449,780,604,519,,13,65,66,102,219,240,206,206,,6,,3,43,60,13,8,992,4,89,23,28,42,,,1,800,114,,11,5,1,1,1,365,652,19,70,17,,1123,,1094,29,2015,32,8,,4,,7
2015,106171395,171395,SUTTER LAKESIDE HOSPITAL,LAKE,Nonprofit - Corporation,General Acute Care Hospital,5176 HILL ROAD EAST,LAKEPORT,95453,Beds 1-49,Level IV,3,4,2,Kelseyville/Lakeport,Rural,Rural,N/A,Emergency - Basic,10270,8347,1,1805,1804,2712,2535,1971,2678,2246,1472,1085,310,,145,319,2866,904,129,150,14105,401,121,37,6,5,2,,88,73,1,17488,62,6,28,227,9061,4912,812,2382,1380,71,18618,51,17676,891,642,507,,12,36,68,64,215,257,229,264,1,3,,4,11,92,9,8,980,45,75,17,31,150,2,,1,611,235,,22,,,1,4,266,747,18,108,10,,1149,3,1116,30,2015,30,12,55,18,,
2015,106184008,184008,BANNER LASSEN MEDICAL CENTER,LASSEN,Nonprofit - Corporation,General Acute Care Hospital,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,Beds 1-49,,1,1,1,Susanville,Rural,Rural,N/A,Emergency - Basic,5915,5002,,1169,1028,2033,1426,1210,1463,1007,663,635,283,,104,284,856,350,87,1,9235,645,9,7,,1,4,,,53,5,10117,13,,,,4674,2428,892,2469,454,,10917,6,10861,50,413,377,,15,49,72,80,125,142,115,151,13,28,,4,11,51,5,1,694,24,1,70,14,42,,,,529,8,28,1,,96,,1,207,398,55,119,11,,790,,789,1,2015,38,8,,63,,
2015,106190017,190017,ALHAMBRA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor - Partnership,General Acute Care Hospital,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,Beds 100-149,,27,49,22,Alhambra/El Sereno South/San Gabriel Central,Urban,N/A,N/A,Emergency - Basic,7600,6039,,1295,1326,2415,1912,1852,1994,1208,688,767,182,,2144,687,8905,95,379,3,1426,319,408,12,65,1,1,,23,129,,12474,155,8,,39,1858,2378,249,8385,769,,13639,1297,10740,1602,1694,1549,,41,110,143,284,464,538,542,1121,,,,1522,142,1168,55,4,340,12,206,145,92,578,104,,7,1317,735,1,35,21,1,,1,1032,1855,12,314,30,,3243,1259,1560,424,2015,144,8,,5,,
2015,106190034,190034,ANTELOPE VALLEY HOSPITAL,LOS ANGELES,Public - District,General Acute Care Hospital,1600 WEST AVENUE J,LANCASTER,93534,Beds 300-499,Level II,23,36,21,Lancaster Central/Palmdale North Central,Urban,N/A,N/A,Emergency - Basic,63043,45642,,16065,11972,20918,15779,12531,13287,7553,3844,2774,3962,,1215,33656,38276,128,1055,810,33545,357,6070,151,44,23,1,,1418,205,37,99746,419,212,,1,67371,14194,2684,12713,11722,1,108685,331,99477,8877,5951,5785,,390,1050,985,1186,2115,2057,1727,1525,295,406,,244,2600,2882,158,15,5818,19,197,296,563,1185,74,,84,7812,1225,44,220,8,20,,8,4247,4971,310,2031,177,,11736,72,10776,888,2015,420,28,1,,,
2015,106190045,190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,100 FALLS CANYON ROAD,AVALON,90704,Beds 1-49,,47,70,26,Avalon,Frontier,Rural,N/A,Emergency - Standby,971,974,,231,213,320,213,237,227,217,158,103,26,,13,9,542,,24,,1357,129,11,2,,,,,,,,1772,3,,,28,364,303,56,875,347,,1945,2,1835,108,7,3,,,,,,2,1,2,5,,,,,,1,,,9,,3,1,1,,,,,4,1,,,,,,,,8,,2,,,10,,9,1,2015,12,2,,,,
2015,106190053,190053,ST. MARY MEDICAL CENTER - LONG BEACH,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1050 LINDEN AVENUE,LONG BEACH,90813,Beds 300-499,Level II,47,70,33,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,N/A,N/A,Emergency - Basic,25435,22928,,6065,4372,9396,7587,6926,6583,3616,1487,935,1396,,1652,12467,21729,157,814,500,11044,527,1846,44,,9,,,284,,1,45557,54,,,,32673,6202,583,3672,5233,,48363,88,40733,7542,3234,3619,1,129,572,697,874,1443,1256,844,761,156,122,,580,1562,2339,126,47,2181,19,209,381,193,397,232,,14,4568,705,63,58,28,,,6,3382,2570,88,679,135,,6854,39,5871,944,2015,389,26,,41,,
2015,106190066,190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,Investor - Corporation,,9542 ARTESIA BOULEVARD,BELLFLOWER,90706,Beds 100-149,,38,58,32,Bellflower/Paramount South,Urban,N/A,N/A,Emergency - Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,2,3,3,2,,1,,,,2,5,1,,,3,,,,,,,,3,5,2,,,1,,,,4,7,,,,,11,,11,,2015,144,0,,,,
2015,106190081,190081,BEVERLY HOSPITAL,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,Beds 200-299,,38,58,32,Pico Rivera/Santa Fe Springs Northwest,Urban,N/A,N/A,Emergency - Basic,15416,12877,,4325,3437,5004,3902,3164,2994,2019,1374,1317,757,,424,394,25126,2,290,52,2005,280,1981,64,2,7,8,,19,252,10,24971,104,375,,220,15765,6959,347,1455,3767,,28293,253,22806,5234,3524,3126,,107,361,455,628,1123,1182,1006,1460,119,209,,199,112,5520,96,12,710,1,313,240,175,434,11,,11,4308,1047,2,77,13,4,,15,2754,3137,20,674,65,,6650,282,3806,2562,2015,224,16,,,,
2015,106190110,190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,3828 DELMAS TERRACE,CULVER CITY,90231,Beds 300-499,,37,54,30,Culver City North/Palms,Urban,N/A,N/A,Emergency - Basic,8406,8513,,955,1258,3160,2694,2703,3009,1710,664,618,148,,602,6549,4219,57,27,14,5451,257,846,26,,1,4,,121,327,21,11171,51,,,51,2022,3158,227,9096,2286,130,16919,44,16228,647,2641,3006,1,24,378,498,700,1323,1170,740,815,,,,182,2108,1002,5,5,2331,15,205,276,112,268,139,,51,3076,1370,3,17,50,,1,46,662,2401,74,2444,67,,5648,25,5372,251,2015,420,27,,4043,,34
2015,106190125,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,Beds 300-499,Level II,34,53,30,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,N/A,N/A,Emergency - Basic,36071,31668,8,8875,7344,15208,10467,8945,8666,4096,1253,630,2263,,1285,22284,36625,52,3262,1260,2979,790,2622,68,2,,,,,970,4,63173,14,12,1,,49418,4748,487,3713,9381,,67747,31,50074,17642,5230,5502,2,403,1290,1300,1665,2361,1735,779,720,225,256,,203,3776,5672,423,106,536,18,211,563,180,346,75,,80,8558,551,13,103,31,,1,20,7502,2279,108,575,270,,10734,9,7233,3492,2015,318,35,,91,,2
2015,106190148,190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,555 EAST HARDY STREET,INGLEWOOD,90301,Beds 300-499,,43,62,35,Del Aire/Inglewood West/Los Angeles International Airport,Urban,N/A,N/A,Emergency - Basic,27374,22565,,4492,4546,10533,7794,6813,7777,3885,1904,1244,951,,450,31007,13256,,1028,,4198,877,896,,,,1,,,366,1,47430,125,181,,,29349,6701,395,4353,9141,,49939,78,46584,3277,8112,6028,,129,759,918,1619,3119,2930,2311,2348,7,,,161,9793,2823,145,,1206,12,649,1066,353,588,236,,18,9704,1449,,,,,,,6159,6704,2,841,434,,14140,38,12915,1187,2015,369,44,,62,,77
